TIPO;ESTRATO ;CONSUMO JULIO 2020;CONSUMO AGOSTO 2020.;CONSUMO SEPTIEMBRE 2020.;CONSUMO OCTUBRE 2020.;CONSUMO NOVIEM 2020.;CONSUMO DICIEMBRE 2020.;PROMEDIO
RESIDENCIAL;ESTRATO 3;70;65;52;112;71;49;6.983.333.333
RESIDENCIAL;ESTRATO 2;32;27;19;44;24;23;2.816.666.667
RESIDENCIAL;ESTRATO 2;17;22;11;19;26;19;19
RESIDENCIAL;ESTRATO 2;48;35;24;49;43;43;4.033.333.333
RESIDENCIAL;ESTRATO 3;7;14;10;17;13;10;1.183.333.333
RESIDENCIAL;ESTRATO 3;15;36;31;73;30;52;39.5
RESIDENCIAL;ESTRATO 3;4;10;10;16;17;12;11.5
RESIDENCIAL;ESTRATO 3;2;5;3;4;4;3;3.5
RESIDENCIAL;ESTRATO 3;3;6;5;10;11;7;7
RESIDENCIAL;ESTRATO 4;2;13;7;12;19;11;1.066.666.667
RESIDENCIAL;ESTRATO 4;26;21;20;182;73;200;87
RESIDENCIAL;ESTRATO 3;25;4;34;32;46;26;2.783.333.333
RESIDENCIAL;ESTRATO 3;13;14;11;21;15;11;1.416.666.667
RESIDENCIAL;ESTRATO 2;1;0;0;3;0;1;0.8333333333
RESIDENCIAL;ESTRATO 2;34;34;29;42;55;30;3.733.333.333
RESIDENCIAL;ESTRATO 2;8;3;2;5;1;7;4.333.333.333
RESIDENCIAL;ESTRATO 2;3;9;8;17;15;14;11
RESIDENCIAL;ESTRATO 2;3;3;0;3;2;5;2.666.666.667
RESIDENCIAL;ESTRATO 2;12;12;10;19;13;10;1.266.666.667
RESIDENCIAL;ESTRATO 2;0;0;0;2;4;7;2.166.666.667
RESIDENCIAL;ESTRATO 2;14;22;22;73;44;45;3.666.666.667
RESIDENCIAL;ESTRATO 2;130;0;0;1;0;0;2.183.333.333
RESIDENCIAL;ESTRATO 2;14;28;22;56;41;38;3.316.666.667
RESIDENCIAL;ESTRATO 2;0;0;0;17;11;8;6
RESIDENCIAL;ESTRATO 2;5;3;1;12;13;17;8.5
RESIDENCIAL;ESTRATO 2;5;12;2;14;18;17;1.133.333.333
RESIDENCIAL;ESTRATO 3;1;7;15;22;14;13;12
RESIDENCIAL;ESTRATO 3;1;16;40;8;3;0;1.133.333.333
RESIDENCIAL;ESTRATO 2;6;10;14;15;13;13;1.183.333.333
RESIDENCIAL;ESTRATO 3;129;18;15;49;29;45;47.5
RESIDENCIAL;ESTRATO 3;9;8;7;14;11;9;9.666.666.667
RESIDENCIAL;ESTRATO 3;10;21;12;23;20;17;1.716.666.667
RESIDENCIAL;ESTRATO 3;64;52;40;93;67;47;60.5
RESIDENCIAL;ESTRATO 3;29;26;16;43;38;39;3.183.333.333
RESIDENCIAL;ESTRATO 2;4;0;3;3;3;1;2.333.333.333
RESIDENCIAL;ESTRATO 2;36;23;16;18;14;19;21
RESIDENCIAL;ESTRATO 2;21;36;17;38;30;24;2.766.666.667
RESIDENCIAL;ESTRATO 2;3;17;8;28;13;15;14
RESIDENCIAL;ESTRATO 2;28;29;9;25;22;17;2.166.666.667
RESIDENCIAL;ESTRATO 2;3;24;15;34;29;33;23
RESIDENCIAL;ESTRATO 2;43;25;15;47;27;24;3.016.666.667
RESIDENCIAL;ESTRATO 3;36;27;22;50;54;27;36
RESIDENCIAL;ESTRATO 2;19;17;12;24;21;15;18
RESIDENCIAL;ESTRATO 3;18;19;14;33;24;23;2.183.333.333
RESIDENCIAL;ESTRATO 3;10;17;11;21;14;12;1.416.666.667
RESIDENCIAL;ESTRATO 3;9;17;12;29;21;28;1.933.333.333
RESIDENCIAL;ESTRATO 3;4;16;19;80;67;26;3.533.333.333
RESIDENCIAL;ESTRATO 3;23;28;24;40;37;30;3.033.333.333
RESIDENCIAL;ESTRATO 3;0;0;0;2;18;14;5.666.666.667
RESIDENCIAL;ESTRATO 3;9;9;8;46;20;38;2.166.666.667
RESIDENCIAL;ESTRATO 3;10;9;10;17;14;11;1.183.333.333
RESIDENCIAL;ESTRATO 3;7;11;7;16;16;11;1.133.333.333
RESIDENCIAL;ESTRATO 3;0;12;9;28;19;18;1.433.333.333
RESIDENCIAL;ESTRATO 3;6;5;3;7;6;5;5.333.333.333
RESIDENCIAL;ESTRATO 4;0;1;8;11;26;23;11.5
RESIDENCIAL;ESTRATO 3;1;1;1;2;1;1;1.166.666.667
RESIDENCIAL;ESTRATO 4;1;1;0;2;1;1;1
RESIDENCIAL;ESTRATO 4;12;5;2;4;2;2;4.5
RESIDENCIAL;ESTRATO 4;190;100;25;204;153;154;1.376.666.667
RESIDENCIAL;ESTRATO 3;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 3;9;26;18;29;28;24;2.233.333.333
RESIDENCIAL;ESTRATO 4;58;41;53;119;99;82;7.533.333.333
RESIDENCIAL;ESTRATO 3;16;23;19;32;45;32;2.783.333.333
RESIDENCIAL;ESTRATO 3;2;15;9;23;18;21;1.466.666.667
RESIDENCIAL;ESTRATO 3;21;19;12;9;13;12;1.433.333.333
RESIDENCIAL;ESTRATO 3;7;17;12;22;17;14;1.483.333.333
RESIDENCIAL;ESTRATO 4;27;26;20;43;33;30;2.983.333.333
RESIDENCIAL;ESTRATO 3;1;0;13;26;12;8;10
RESIDENCIAL;ESTRATO 3;6;25;11;31;22;20;1.916.666.667
RESIDENCIAL;ESTRATO 3;3;2;20;9;0;0;5.666.666.667
RESIDENCIAL;ESTRATO 3;30;39;29;35;39;34;3.433.333.333
RESIDENCIAL;ESTRATO 3;1;0;0;0;0;0;0.1666666667
RESIDENCIAL;ESTRATO 3;40;40;29;61;43;45;43
RESIDENCIAL;ESTRATO 3;1;0;1;1;2;3;1.333.333.333
RESIDENCIAL;ESTRATO 3;66;71;56;116;110;36;7.583.333.333
RESIDENCIAL;ESTRATO 3;14;10;8;14;8;0;9
RESIDENCIAL;ESTRATO 3;130;31;29;53;32;23;4.966.666.667
RESIDENCIAL;ESTRATO 3;21;34;13;43;30;24;27.5
RESIDENCIAL;ESTRATO 2;87;91;70;172;125;128;1.121.666.667
RESIDENCIAL;ESTRATO 2;0;0;0;17;0;0;2.833.333.333
RESIDENCIAL;ESTRATO 2;19;29;34;14;39;18;25.5
RESIDENCIAL;ESTRATO 2;16;21;17;26;28;27;22.5
RESIDENCIAL;ESTRATO 2;19;23;14;40;32;29;2.616.666.667
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 2;9;16;11;15;16;16;1.383.333.333
RESIDENCIAL;ESTRATO 2;7;14;11;24;21;17;1.566.666.667
RESIDENCIAL;ESTRATO 2;17;14;10;18;22;16;1.616.666.667
RESIDENCIAL;ESTRATO 2;32;6;4;17;7;15;13.5
RESIDENCIAL;ESTRATO 3;23;21;17;41;24;20;2.433.333.333
RESIDENCIAL;ESTRATO 3;1;1;1;3;8;7;3.5
RESIDENCIAL;ESTRATO 3;6;5;3;14;13;10;8.5
RESIDENCIAL;ESTRATO 2;11;8;9;20;13;13;1.233.333.333
RESIDENCIAL;ESTRATO 2;20;18;29;30;25;7;21.5
RESIDENCIAL;ESTRATO 4;0;2;3;5;3;1;2.333.333.333
RESIDENCIAL;ESTRATO 2;5;13;7;16;14;10;1.083.333.333
RESIDENCIAL;ESTRATO 2;22;25;11;23;25;22;2.133.333.333
RESIDENCIAL;ESTRATO 2;52;30;26;37;26;32;3.383.333.333
RESIDENCIAL;ESTRATO 2;44;31;38;49;35;42;3.983.333.333
RESIDENCIAL;ESTRATO 2;13;5;7;8;6;12;8.5
RESIDENCIAL;ESTRATO 2;19;8;8;3;2;1;6.833.333.333
RESIDENCIAL;ESTRATO 2;16;11;8;11;0;17;10.5
RESIDENCIAL;ESTRATO 2;10;11;17;21;16;16;1.516.666.667
RESIDENCIAL;ESTRATO 2;23;9;13;17;14;47;20.5
RESIDENCIAL;ESTRATO 2;70;26;37;44;38;35;4.166.666.667
RESIDENCIAL;ESTRATO 2;65;47;57;68;46;72;5.916.666.667
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 2;39;9;10;23;6;11;1.633.333.333
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 2;16;22;11;34;13;8;1.733.333.333
RESIDENCIAL;ESTRATO 2;4;0;1;0;0;0;0.8333333333
RESIDENCIAL;ESTRATO 2;3;2;5;2;6;6;4
RESIDENCIAL;ESTRATO 2;24;3;45;37;82;29;3.666.666.667
RESIDENCIAL;ESTRATO 2;13;7;5;7;3;2;6.166.666.667
RESIDENCIAL;ESTRATO 2;49;31;58;57;42;18;42.5
RESIDENCIAL;ESTRATO 2;11;11;15;25;20;12;1.566.666.667
RESIDENCIAL;ESTRATO 2;11;6;13;6;96;70;3.366.666.667
RESIDENCIAL;ESTRATO 2;34;20;20;27;20;19;2.333.333.333
RESIDENCIAL;ESTRATO 2;6;3;5;7;10;8;6.5
RESIDENCIAL;ESTRATO 2;13;11;15;21;15;23;1.633.333.333
RESIDENCIAL;ESTRATO 2;38;34;43;1;1;1;1.966.666.667
RESIDENCIAL;ESTRATO 2;91;81;171;167;170;93;1.288.333.333
RESIDENCIAL;ESTRATO 2;1;10;0;1;0;0;2
RESIDENCIAL;ESTRATO 2;2;0;2;1;2;3;1.666.666.667
RESIDENCIAL;ESTRATO 2;0;1;5;12;2;0;3.333.333.333
RESIDENCIAL;ESTRATO 2;1;0;1;1;0;1;0.6666666667
RESIDENCIAL;ESTRATO 2;11;12;16;19;40;2;1.666.666.667
RESIDENCIAL;ESTRATO 2;3;6;1;1;0;8;3.166.666.667
RESIDENCIAL;ESTRATO 2;24;52;112;56;215;75;89
RESIDENCIAL;ESTRATO 2;1;1;1;1;0;1;0.8333333333
RESIDENCIAL;ESTRATO 2;23;3;4;5;3;4;7
RESIDENCIAL;ESTRATO 2;8;6;7;9;2;4;6
RESIDENCIAL;ESTRATO 2;69;49;65;26;111;37;59.5
RESIDENCIAL;ESTRATO 2;1;0;0;1;0;1;0.5
RESIDENCIAL;ESTRATO 2;1;0;1;0;2;3;1.166.666.667
RESIDENCIAL;ESTRATO 2;13;11;12;15;10;10;1.183.333.333
RESIDENCIAL;ESTRATO 2;16;11;11;17;13;15;1.383.333.333
RESIDENCIAL;ESTRATO 2;19;11;14;21;17;4;1.433.333.333
RESIDENCIAL;ESTRATO 2;5;4;6;7;5;0;4.5
RESIDENCIAL;ESTRATO 2;23;20;18;34;16;25;2.266.666.667
RESIDENCIAL;ESTRATO 2;21;18;18;14;10;21;17
RESIDENCIAL;ESTRATO 2;0;3;0;10;0;0;2.166.666.667
RESIDENCIAL;ESTRATO 2;12;10;12;17;9;14;1.233.333.333
RESIDENCIAL;ESTRATO 2;47;48;52;40;18;46;4.183.333.333
RESIDENCIAL;ESTRATO 2;0;5;8;1;1;1;2.666.666.667
RESIDENCIAL;ESTRATO 2;20;13;8;14;8;1;1.066.666.667
RESIDENCIAL;ESTRATO 2;26;5;59;57;15;26;3.133.333.333
RESIDENCIAL;ESTRATO 2;9;7;12;6;20;19;1.216.666.667
RESIDENCIAL;ESTRATO 2;18;14;15;15;12;16;15
RESIDENCIAL;ESTRATO 2;25;19;24;35;25;31;26.5
RESIDENCIAL;ESTRATO 2;10;7;12;11;9;18;1.116.666.667
RESIDENCIAL;ESTRATO 2;68;52;72;92;43;15;57
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;5;0.8333333333
RESIDENCIAL;ESTRATO 2;33;25;52;55;13;15;3.216.666.667
RESIDENCIAL;ESTRATO 2;10;14;9;12;9;8;1.033.333.333
RESIDENCIAL;ESTRATO 2;25;12;11;15;14;16;15.5
RESIDENCIAL;ESTRATO 2;18;15;14;19;13;21;1.666.666.667
RESIDENCIAL;ESTRATO 2;24;12;14;19;14;12;1.583.333.333
RESIDENCIAL;ESTRATO 2;4;5;10;16;21;10;11
RESIDENCIAL;ESTRATO 2;8;6;6;7;7;21;9.166.666.667
RESIDENCIAL;ESTRATO 2;21;119;0;0;0;0;2.333.333.333
RESIDENCIAL;ESTRATO 2;6;5;8;11;7;14;8.5
RESIDENCIAL;ESTRATO 2;9;8;8;7;13;31;1.266.666.667
RESIDENCIAL;ESTRATO 2;12;9;12;15;10;11;11.5
RESIDENCIAL;ESTRATO 2;15;10;19;24;13;17;1.633.333.333
RESIDENCIAL;ESTRATO 2;0;0;0;0;18;11;4.833.333.333
RESIDENCIAL;ESTRATO 2;15;11;20;20;11;18;1.583.333.333
RESIDENCIAL;ESTRATO 2;4;3;4;3;2;4;3.333.333.333
RESIDENCIAL;ESTRATO 2;6;8;6;10;8;12;8.333.333.333
RESIDENCIAL;ESTRATO 2;17;17;15;22;14;19;1.733.333.333
RESIDENCIAL;ESTRATO 2;9;10;11;15;13;20;13
RESIDENCIAL;ESTRATO 2;15;10;9;8;8;9;9.833.333.333
RESIDENCIAL;ESTRATO 2;24;22;18;28;22;45;26.5
RESIDENCIAL;ESTRATO 2;27;19;22;25;25;48;2.766.666.667
RESIDENCIAL;ESTRATO 2;8;9;3;1;3;1;4.166.666.667
RESIDENCIAL;ESTRATO 2;6;2;3;22;4;10;7.833.333.333
RESIDENCIAL;ESTRATO 2;34;28;30;32;24;14;27
RESIDENCIAL;ESTRATO 2;7;6;6;4;4;1;4.666.666.667
RESIDENCIAL;ESTRATO 2;12;10;9;19;15;21;1.433.333.333
RESIDENCIAL;ESTRATO 2;2;9;10;12;16;16;1.083.333.333
RESIDENCIAL;ESTRATO 2;19;11;16;18;21;41;21
RESIDENCIAL;ESTRATO 2;16;13;14;22;6;11;1.366.666.667
RESIDENCIAL;ESTRATO 2;25;24;30;39;24;37;2.983.333.333
RESIDENCIAL;ESTRATO 2;10;8;8;10;10;15;1.016.666.667
RESIDENCIAL;ESTRATO 2;23;19;17;27;26;25;2.283.333.333
RESIDENCIAL;ESTRATO 2;6;5;9;1;2;3;4.333.333.333
RESIDENCIAL;ESTRATO 2;25;7;30;24;19;23;2.133.333.333
RESIDENCIAL;ESTRATO 2;16;13;16;19;15;15;1.566.666.667
RESIDENCIAL;ESTRATO 2;6;2;5;1;0;0;2.333.333.333
RESIDENCIAL;ESTRATO 2;19;4;27;19;11;17;1.616.666.667
RESIDENCIAL;ESTRATO 2;22;16;21;8;30;9;1.766.666.667
RESIDENCIAL;ESTRATO 2;12;9;16;20;18;22;1.616.666.667
RESIDENCIAL;ESTRATO 2;18;14;51;50;6;30;2.816.666.667
RESIDENCIAL;ESTRATO 2;10;10;10;12;10;13;1.083.333.333
RESIDENCIAL;ESTRATO 2;12;8;12;15;14;13;1.233.333.333
RESIDENCIAL;ESTRATO 2;12;10;11;13;9;11;11
RESIDENCIAL;ESTRATO 2;16;2;18;15;15;7;1.216.666.667
RESIDENCIAL;ESTRATO 2;22;15;19;12;10;16;1.566.666.667
RESIDENCIAL;ESTRATO 2;17;28;32;24;19;19;2.316.666.667
RESIDENCIAL;ESTRATO 2;25;22;19;20;19;13;1.966.666.667
RESIDENCIAL;ESTRATO 2;46;16;20;21;16;12;2.183.333.333
RESIDENCIAL;ESTRATO 2;6;3;10;18;6;24;1.116.666.667
RESIDENCIAL;ESTRATO 2;20;10;12;34;0;8;14
RESIDENCIAL;ESTRATO 2;8;9;8;21;0;3;8.166.666.667
RESIDENCIAL;ESTRATO 2;22;15;19;28;17;17;1.966.666.667
RESIDENCIAL;ESTRATO 2;23;25;29;24;9;14;2.066.666.667
RESIDENCIAL;ESTRATO 2;18;16;23;35;11;12;1.916.666.667
RESIDENCIAL;ESTRATO 2;14;15;15;19;10;14;14.5
RESIDENCIAL;ESTRATO 2;10;11;14;16;13;12;1.266.666.667
RESIDENCIAL;ESTRATO 2;2;4;5;6;2;4;3.833.333.333
RESIDENCIAL;ESTRATO 2;15;11;12;13;9;8;1.133.333.333
RESIDENCIAL;ESTRATO 2;10;8;13;15;7;6;9.833.333.333
RESIDENCIAL;ESTRATO 2;5;8;11;12;9;6;8.5
RESIDENCIAL;ESTRATO 2;19;34;6;10;15;25;1.816.666.667
RESIDENCIAL;ESTRATO 2;19;12;15;20;16;20;17
RESIDENCIAL;ESTRATO 2;17;12;20;19;10;15;15.5
RESIDENCIAL;ESTRATO 2;16;12;13;21;18;19;16.5
RESIDENCIAL;ESTRATO 2;13;1;4;2;0;0;3.333.333.333
RESIDENCIAL;ESTRATO 2;29;19;28;43;20;25;2.733.333.333
RESIDENCIAL;ESTRATO 2;17;13;14;18;15;18;1.583.333.333
RESIDENCIAL;ESTRATO 1.0;13;12;19;14;12;12;1.366.666.667
RESIDENCIAL;ESTRATO 1.0;14;8;10;15;9;9;1.083.333.333
RESIDENCIAL;ESTRATO 1.0;26;21;24;1;64;41;29.5
RESIDENCIAL;ESTRATO 1.0;34;27;34;41;32;41;3.483.333.333
RESIDENCIAL;ESTRATO 2;14;12;15;15;10;14;1.333.333.333
RESIDENCIAL;ESTRATO 2;3;5;16;18;17;19;13
RESIDENCIAL;ESTRATO 1.0;11;9;10;18;4;36;1.466.666.667
RESIDENCIAL;ESTRATO 2;16;15;23;13;11;11;1.483.333.333
RESIDENCIAL;ESTRATO 1.0;11;10;11;15;11;11;11.5
RESIDENCIAL;ESTRATO 1.0;93;70;94;15;160;117;91.5
RESIDENCIAL;ESTRATO 3;0;0;9;6;6;22;7.166.666.667
RESIDENCIAL;ESTRATO 2;31;25;32;44;22;35;31.5
RESIDENCIAL;ESTRATO 1.0;0;0;7;0;0;1;1.333.333.333
RESIDENCIAL;ESTRATO 2;0;9;0;0;0;0;1.5
RESIDENCIAL;ESTRATO 2;13;13;18;15;10;21;15
RESIDENCIAL;ESTRATO 2;11;7;7;8;6;30;11.5
RESIDENCIAL;ESTRATO 2;40;20;38;67;71;36;4.533.333.333
RESIDENCIAL;ESTRATO 2;28;20;33;42;14;22;26.5
RESIDENCIAL;ESTRATO 2;33;28;39;35;11;38;3.066.666.667
RESIDENCIAL;ESTRATO 2;4;5;5;8;8;14;7.333.333.333
RESIDENCIAL;ESTRATO 2;15;8;12;13;10;9;1.116.666.667
RESIDENCIAL;ESTRATO 2;1;0;1;0;1;1;0.6666666667
RESIDENCIAL;ESTRATO 2;38;31;35;47;36;24;3.516.666.667
RESIDENCIAL;ESTRATO 2;22;12;17;11;12;15;1.483.333.333
RESIDENCIAL;ESTRATO 2;14;12;15;17;13;21;1.533.333.333
RESIDENCIAL;ESTRATO 2;5;18;25;26;23;27;2.066.666.667
RESIDENCIAL;ESTRATO 2;29;22;28;26;19;21;2.416.666.667
RESIDENCIAL;ESTRATO 2;17;17;21;35;9;14;1.883.333.333
RESIDENCIAL;ESTRATO 2;38;5;10;29;15;0;1.616.666.667
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 2;28;19;7;97;111;96;5.966.666.667
RESIDENCIAL;ESTRATO 2;24;17;23;26;23;13;21
RESIDENCIAL;ESTRATO 2;11;1;4;29;0;5;8.333.333.333
RESIDENCIAL;ESTRATO 2;0;0;0;14;12;62;1.466.666.667
RESIDENCIAL;ESTRATO 1.0;59;58;87;129;80;123;8.933.333.333
RESIDENCIAL;ESTRATO 2;30;22;27;28;9;13;21.5
RESIDENCIAL;ESTRATO 1.0;18;15;16;22;16;20;1.783.333.333
RESIDENCIAL;ESTRATO 2;21;11;11;14;9;12;13
RESIDENCIAL;ESTRATO 2;13;7;16;42;24;29;2.183.333.333
RESIDENCIAL;ESTRATO 1.0;9;6;10;11;13;13;1.033.333.333
RESIDENCIAL;ESTRATO 2;1;37;11;5;0;20;1.233.333.333
RESIDENCIAL;ESTRATO 1.0;7;6;5;4;6;6;5.666.666.667
RESIDENCIAL;ESTRATO 1.0;21;1;17;0;2;0;6.833.333.333
RESIDENCIAL;ESTRATO 2;8;7;8;21;4;4;8.666.666.667
RESIDENCIAL;ESTRATO 2;84;0;0;0;0;1;1.416.666.667
RESIDENCIAL;ESTRATO 1.0;33;25;30;37;23;34;3.033.333.333
RESIDENCIAL;ESTRATO 2;17;16;17;26;9;17;17
RESIDENCIAL;ESTRATO 2;30;21;18;25;21;23;23
RESIDENCIAL;ESTRATO 1.0;25;16;19;23;14;23;20
RESIDENCIAL;ESTRATO 2;25;15;27;34;26;25;2.533.333.333
RESIDENCIAL;ESTRATO 2;4;2;4;4;4;3;3.5
RESIDENCIAL;ESTRATO 2;24;23;36;35;20;29;2.783.333.333
RESIDENCIAL;ESTRATO 2;13;11;12;15;12;22;1.416.666.667
RESIDENCIAL;ESTRATO 2;3;2;2;1;2;2;2
RESIDENCIAL;ESTRATO 2;12;9;10;12;9;10;1.033.333.333
RESIDENCIAL;ESTRATO 2;14;11;13;14;11;15;13
RESIDENCIAL;ESTRATO 2;7;15;11;14;11;15;1.216.666.667
RESIDENCIAL;ESTRATO 1.0;13;10;12;12;7;10;1.066.666.667
RESIDENCIAL;ESTRATO 1.0;5;5;8;4;6;8;6
RESIDENCIAL;ESTRATO 1.0;8;5;7;8;6;6;6.666.666.667
RESIDENCIAL;ESTRATO 1.0;13;12;12;19;16;19;1.516.666.667
RESIDENCIAL;ESTRATO 1.0;21;17;15;23;12;17;17.5
RESIDENCIAL;ESTRATO 1.0;35;29;29;36;28;27;3.066.666.667
RESIDENCIAL;ESTRATO 1.0;12;10;19;17;12;17;14.5
RESIDENCIAL;ESTRATO 1.0;15;4;2;4;2;6;5.5
RESIDENCIAL;ESTRATO 2;26;20;23;30;22;24;2.416.666.667
RESIDENCIAL;ESTRATO 1.0;15;3;16;8;17;16;12.5
RESIDENCIAL;ESTRATO 1.0;1;1;0;5;1;3;1.833.333.333
RESIDENCIAL;ESTRATO 1.0;20;15;24;38;18;27;2.366.666.667
RESIDENCIAL;ESTRATO 1.0;9;3;3;1;1;1;3
RESIDENCIAL;ESTRATO 2;19;16;14;16;9;12;1.433.333.333
RESIDENCIAL;ESTRATO 2;13;11;16;17;13;15;1.416.666.667
RESIDENCIAL;ESTRATO 2;20;18;93;58;300;213;117
RESIDENCIAL;ESTRATO 2;9;7;13;14;5;8;9.333.333.333
RESIDENCIAL;ESTRATO 2;15;11;13;13;11;16;1.316.666.667
RESIDENCIAL;ESTRATO 3;0;3;16;20;13;13;1.083.333.333
RESIDENCIAL;ESTRATO 3;1;1;1;0;1;1;0.8333333333
RESIDENCIAL;ESTRATO 2;42;38;47;51;26;52;4.266.666.667
RESIDENCIAL;ESTRATO 2;12;8;12;15;12;13;12
RESIDENCIAL;ESTRATO 2;7;5;5;9;8;19;8.833.333.333
RESIDENCIAL;ESTRATO 2;18;16;20;20;31;16;2.016.666.667
RESIDENCIAL;ESTRATO 1.0;19;12;15;18;14;15;15.5
RESIDENCIAL;ESTRATO 2;21;27;21;18;25;58;2.833.333.333
RESIDENCIAL;ESTRATO 2;6;3;5;5;10;12;6.833.333.333
RESIDENCIAL;ESTRATO 2;32;49;31;86;212;65;7.916.666.667
RESIDENCIAL;ESTRATO 2;4;1;11;9;11;1;6.166.666.667
RESIDENCIAL;ESTRATO 2;0;0;1;0;0;0;0.1666666667
RESIDENCIAL;ESTRATO 3;223;180;275;311;124;193;2.176.666.667
RESIDENCIAL;ESTRATO 2;63;32;38;21;25;19;33
RESIDENCIAL;ESTRATO 2;18;1;18;43;501;126;1.178.333.333
RESIDENCIAL;ESTRATO 2;12;8;14;22;7;9;12
RESIDENCIAL;ESTRATO 1.0;34;380;236;288;156;252;2.243.333.333
RESIDENCIAL;ESTRATO 2;30;21;28;32;14;15;2.333.333.333
RESIDENCIAL;ESTRATO 2;25;25;22;47;22;25;2.766.666.667
RESIDENCIAL;ESTRATO 2;0;1;17;1;0;1;3.333.333.333
RESIDENCIAL;ESTRATO 2;20;31;21;70;39;47;38
RESIDENCIAL;ESTRATO 2;21;18;20;28;20;17;2.066.666.667
RESIDENCIAL;ESTRATO 2;64;22;32;42;22;32;3.566.666.667
RESIDENCIAL;ESTRATO 2;13;7;15;17;4;24;1.333.333.333
RESIDENCIAL;ESTRATO 2;26;20;23;1;50;26;2.433.333.333
RESIDENCIAL;ESTRATO 2;5;4;4;8;0;4;4.166.666.667
RESIDENCIAL;ESTRATO 2;19;35;30;17;42;0;2.383.333.333
RESIDENCIAL;ESTRATO 2;1;0;4;8;2;2;2.833.333.333
RESIDENCIAL;ESTRATO 2;8;7;7;9;7;7;7.5
RESIDENCIAL;ESTRATO 1.0;19;4;12;42;15;26;1.966.666.667
RESIDENCIAL;ESTRATO 1.0;71;50;63;0;0;0;3.066.666.667
RESIDENCIAL;ESTRATO 2;20;14;18;23;12;20;1.783.333.333
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 1;15;10;12;19;14;5;12.5
RESIDENCIAL;ESTRATO 2;6;4;7;8;5;5;5.833.333.333
RESIDENCIAL;ESTRATO 1.0;9;5;7;12;2;4;6.5
RESIDENCIAL;ESTRATO 2;35;20;9;51;20;55;3.166.666.667
RESIDENCIAL;ESTRATO 2;2;1;2;4;1;5;2.5
RESIDENCIAL;ESTRATO 1.0;9;7;10;10;8;10;9
RESIDENCIAL;ESTRATO 2;6;7;12;5;10;2;7
RESIDENCIAL;ESTRATO 2;11;9;2;24;7;10;10.5
RESIDENCIAL;ESTRATO 2;1;0;0;0;0;0;0.1666666667
RESIDENCIAL;ESTRATO 2;23;12;16;17;23;26;19.5
RESIDENCIAL;ESTRATO 2;35;21;18;2;6;8;15
RESIDENCIAL;ESTRATO 2;22;14;16;18;11;0;13.5
RESIDENCIAL;ESTRATO 2;10;7;7;11;5;7;7.833.333.333
RESIDENCIAL;ESTRATO 2;23;12;2;24;9;11;13.5
RESIDENCIAL;ESTRATO 2;13;11;14;17;12;22;1.483.333.333
RESIDENCIAL;ESTRATO 2;13;8;6;28;8;1;1.066.666.667
RESIDENCIAL;ESTRATO 2;1;4;12;80;6;4;1.783.333.333
RESIDENCIAL;ESTRATO 2;8;18;14;0;0;27;1.116.666.667
RESIDENCIAL;ESTRATO 2;9;9;9;12;15;7;1.016.666.667
RESIDENCIAL;ESTRATO 2;20;14;15;18;10;13;15
RESIDENCIAL;ESTRATO 2;26;18;26;26;17;30;2.383.333.333
RESIDENCIAL;ESTRATO 2;0;0;0;0;2;4;1
RESIDENCIAL;ESTRATO 2;17;14;18;18;3;28;1.633.333.333
RESIDENCIAL;ESTRATO 2;16;12;24;18;13;17;1.666.666.667
RESIDENCIAL;ESTRATO 2;14;12;13;14;12;14;1.316.666.667
RESIDENCIAL;ESTRATO 3;1;5;4;8;8;5;5.166.666.667
RESIDENCIAL;ESTRATO 2;22;24;20;20;1;46;2.216.666.667
RESIDENCIAL;ESTRATO 2;18;16;15;17;11;9;1.433.333.333
RESIDENCIAL;ESTRATO 2;17;14;18;9;14;21;15.5
RESIDENCIAL;ESTRATO 1.0;5;4;8;11;3;7;6.333.333.333
RESIDENCIAL;ESTRATO 2;14;20;9;28;11;16;1.633.333.333
RESIDENCIAL;ESTRATO 1.0;25;16;26;26;16;13;2.033.333.333
